#Dateiname_orig;Referenz;EventStart;EvtDuration;EventName;EventDesc;EPGExtEvt
ELEFANTTIGER5_0705241758.vid;;2007-05-24 17:10;00:50;Elefant, Tiger & Co.;(Folge 71);Wildpferdhengst Georgi geht auf große Fahrt: nach China, in seine neue Heimat. Das Problem ist nur, dass ihm die enge Transportkiste nicht behagt. Auch ein Pferd kann sich eben über mangelnde Beinfreiheit auf Langstreckenflügen ärgern. Doch der Tierpfleger versucht Georgi umzustimmen.In Schildkröte Herbert steckt eindeutig der Wurm. Die Tierarzt-Assistentin will ihm Medizin geben - keine leichte Aufgabe, denn Schildkröten sind Meister im Kopfeinziehen.
ELEFANTTIGER6_0707241728.vid;;2007-07-24 17:10;00:50;Elefant, Tiger & Co.;(112) Trautes Heim;Bei den Stachelmäusen herrscht im trauten Heim Tristesse: kahle, abgeknabberte Äste, auf denen die stark angewachsene Großfamilie hausen muss. Tierpfleger Jörg Gräser will das ändern. Er bastelt Dekorationen aus Tannenzweigen und Tannenzapfen.Die Waldrappen haben sich im "Hotel zum Löwen" häuslich niedergelassen. Solange der große Flugkäfig saniert wird, wohnen die 13 Vögel im Löwenhaus. Der königliche Hausherr Matadi sieht das entspannt. Was kümmern ihn auch Vögel.
ELEFANTTIGER7_0707241734.vid;;2007-07-24 17:10;00:50;Elefant, Tiger & Co.;(112) Trautes Heim;Bei den Stachelmäusen herrscht im trauten Heim Tristesse: kahle, abgeknabberte Äste, auf denen die stark angewachsene Großfamilie hausen muss. Tierpfleger Jörg Gräser will das ändern. Er bastelt Dekorationen aus Tannenzweigen und Tannenzapfen.Die Waldrappen haben sich im "Hotel zum Löwen" häuslich niedergelassen. Solange der große Flugkäfig saniert wird, wohnen die 13 Vögel im Löwenhaus. Der königliche Hausherr Matadi sieht das entspannt. Was kümmern ihn auch Vögel.
ELEFANTTIGER8_0707241744.vid;;2007-07-24 17:10;00:50;Elefant, Tiger & Co.;(112) Trautes Heim;Bei den Stachelmäusen herrscht im trauten Heim Tristesse: kahle, abgeknabberte Äste, auf denen die stark angewachsene Großfamilie hausen muss. Tierpfleger Jörg Gräser will das ändern. Er bastelt Dekorationen aus Tannenzweigen und Tannenzapfen.Die Waldrappen haben sich im "Hotel zum Löwen" häuslich niedergelassen. Solange der große Flugkäfig saniert wird, wohnen die 13 Vögel im Löwenhaus. Der königliche Hausherr Matadi sieht das entspannt. Was kümmern ihn auch Vögel.
ELEFANTTIGER9_0707241758.vid;;2007-07-24 17:10;00:50;Elefant, Tiger & Co.;(112) Trautes Heim;Bei den Stachelmäusen herrscht im trauten Heim Tristesse: kahle, abgeknabberte Äste, auf denen die stark angewachsene Großfamilie hausen muss. Tierpfleger Jörg Gräser will das ändern. Er bastelt Dekorationen aus Tannenzweigen und Tannenzapfen.Die Waldrappen haben sich im "Hotel zum Löwen" häuslich niedergelassen. Solange der große Flugkäfig saniert wird, wohnen die 13 Vögel im Löwenhaus. Der königliche Hausherr Matadi sieht das entspannt. Was kümmern ihn auch Vögel.
ENTDECKUNGEN1_0704290659.vid;;2007-04-29 07:00;01:00;Entdeckungen;Französisch-Guayana;
ENTDECKUNGEN2_0704290711.vid;;2007-04-29 07:00;01:00;Entdeckungen;Französisch-Guayana;
ENTDECKUNGEN3_0704290752.vid;;2007-04-29 07:00;01:00;Entdeckungen;Französisch-Guayana;
EurekaTV_0703141434.vid;;2007-03-14 14:35;00:15;Eureka TV;Tiere, Technik, tolle Tipps!;Die neuesten Fußballschuhe schießen den Ball fast von selbst ins Tor, meinen Kate und Mohini und verraten bei "Eureka TV", wie es geht.Anschließend wird es ganz schön schleimig: Schnecken aller Art verwandeln das Studio in eine Rutschbahn.(16:9)
FELIXUNDDIEW1_0709230553.vid;;2007-09-23 05:55;00:25;Felix und die wilden Tiere;Strandläufer, Stubenhocker und Nomaden;
FELIXUNDDIEW1_0611211449.vid;;2006-11-21 14:50;00:25;Felix und die wilden Tiere;Strandläufer, Stubenhocker und Nomaden;Felix Heidinger ist in Südamerika ungewöhnlichen Tieren auf der Spur. Nur einmal im Jahr kann man ein Karettschildkröten-Weibchen für kurze Zeit an Land beobachten. Nämlich dann, wenn das Meerestier sein Gelege von 150 Eiern am Strand vergräbt.Auch das Paka bekommt man kaum zu Gesicht. Es lebt im Urwald und durch sein kleines Revier streifen viele Feinde. Deshalb hockt es die meiste Zeit in seinem Versteck, einem Erdbau.(16:9)
FELIXUNDDIEW2_0611211512.vid;;2006-11-21 14:50;00:25;Felix und die wilden Tiere;Strandläufer, Stubenhocker und Nomaden;Felix Heidinger ist in Südamerika ungewöhnlichen Tieren auf der Spur. Nur einmal im Jahr kann man ein Karettschildkröten-Weibchen für kurze Zeit an Land beobachten. Nämlich dann, wenn das Meerestier sein Gelege von 150 Eiern am Strand vergräbt.Auch das Paka bekommt man kaum zu Gesicht. Es lebt im Urwald und durch sein kleines Revier streifen viele Feinde. Deshalb hockt es die meiste Zeit in seinem Versteck, einem Erdbau.(16:9)
FELIXUNDDIEWI_0612051449.vid;;2006-12-05 14:50;00:25;Felix und die wilden Tiere;Die einsame Schildkröte;George lebt in einem Gehege der Charles-Darwin-Station und wird liebevoll versorgt. Er ist 70 Jahre alt und im besten Mannesalter. Denn George, die Riesenschildkröte, wird locker 200 Jahre alt.Leider kann er sich nicht fortpflanzen, weil er das letzte überlebende Exemplar der "Geochelone nigra abingdoni" ist. Seine Art war nur auf einer Insel des Galapagos-Archipels heimisch. Felix stellt George vor und erzählt seine traurige Geschichte.(16:9)
FERNSEHGAERD1_0704081604.vid;;2007-04-08 16:05;00:25;Fernsehgärdle extra;Tipps für Ihr kleines Paradies;Ein Ausblick auf die Gartensaison 2007 mit Tipps für kleine Paradiese, unter anderem mit folgenden Themen:- Blüten ohne Ende: prachtvolle Seerosen und zarte Magnolien- Weinstöcke: welcher Weinstock in welchen Garten passt- Ende der Schneckenplage: wie man die gefräßigen Gäste los wird- Wasser: mit dem eigenen Brunnen Geld sparenModeration: Thomas Rex
FERNSEHGAERD2_0704081614.vid;;2007-04-08 16:05;00:25;Fernsehgärdle extra;Tipps für Ihr kleines Paradies;Ein Ausblick auf die Gartensaison 2007 mit Tipps für kleine Paradiese, unter anderem mit folgenden Themen:- Blüten ohne Ende: prachtvolle Seerosen und zarte Magnolien- Weinstöcke: welcher Weinstock in welchen Garten passt- Ende der Schneckenplage: wie man die gefräßigen Gäste los wird- Wasser: mit dem eigenen Brunnen Geld sparenModeration: Thomas Rex
FERNSEHGAERD3_0704081628.vid;;2007-04-08 16:05;00:25;Fernsehgärdle extra;Tipps für Ihr kleines Paradies;Ein Ausblick auf die Gartensaison 2007 mit Tipps für kleine Paradiese, unter anderem mit folgenden Themen:- Blüten ohne Ende: prachtvolle Seerosen und zarte Magnolien- Weinstöcke: welcher Weinstock in welchen Garten passt- Ende der Schneckenplage: wie man die gefräßigen Gäste los wird- Wasser: mit dem eigenen Brunnen Geld sparenModeration: Thomas Rex
FREITAGNACHTN_0612292354.vid;;2006-12-29 23:15;00:45;Freitag Nacht News;Folge 16;Ob Weltgeschehen, Innenpolitik oder Klatsch und Tratsch - Ingo Appelt und "Die Retter der Nation" lassen keine Nachricht und keine Meldung der Woche unkommentiert. Ingo Appelt, Carolin Kebekus und Jürgen Bangert klären die Nation auf.Wer es leid ist, 24 Stunden, Tag für Tag, dieselben Nachrichten präsentiert zu bekommen, der ist bei den "Freitag Nacht News" goldrichtig - denn hier erfahren Sie, was Deutschland wirklich wissen muss.
FROMTHEHEART1_0705110112.vid;;2007-05-11 01:15;00:25;From The Heart;Das Riff;
FROMTHEHEART2_0705110123.vid;;2007-05-11 01:15;00:25;From The Heart;Das Riff;
FROMTHEHEART3_0705110128.vid;;2007-05-11 01:15;00:25;From The Heart;Das Riff;
FROMTHEHEART4_0705110129.vid;;2007-05-11 01:15;00:25;From The Heart;Das Riff;
FROMTHEHEART5_0705110138.vid;;2007-05-11 01:15;00:25;From The Heart;Das Riff;
GANZSCHOENW11_0702222015.vid;;2007-02-22 20:15;00:25;Der Tiergarten Schönbrunn;(4/10) Elefantenabschied;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW12_0702222029.vid;;2007-02-22 20:15;00:25;Der Tiergarten Schönbrunn;(4/10) Elefantenabschied;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW13_0702222033.vid;;2007-02-22 20:15;00:25;Der Tiergarten Schönbrunn;(4/10) Elefantenabschied;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW14_0702222040.vid;;2007-02-22 20:15;00:25;Der Tiergarten Schönbrunn;(4/10) Elefantenabschied;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW21_0702262015.vid;;2007-02-26 20:15;00:25;Der Tiergarten Schönbrunn;(6/10) Zurück in die Natur;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW22_0702262031.vid;;2007-02-26 20:15;00:25;Der Tiergarten Schönbrunn;(6/10) Zurück in die Natur;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW23_0702262040.vid;;2007-02-26 20:15;00:25;Der Tiergarten Schönbrunn;(6/10) Zurück in die Natur;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GANZSCHOENW23_0703051425.vid;;2007-03-05 14:00;00:26;Der Tiergarten Schönbrunn;(6/10) Zurück in die Natur;10-tlg. Doku-Soap von Heinz LegerFrankreich / Österreich 2006, ARTEZoos gibt es viele, aber keiner ist wie Schönbrunn in Wien. Kaiserschloss und Park bringen imperiales Flair in den ältesten Tiergarten der Welt. Der Garten ist aber auch einer der modernsten Zoos der Welt. Hier sollen sich die exotischsten Tiere wie zu Hause fühlen.
GIRAFFEERDM11_0611031608.vid;;2006-11-03 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Greifstachlermann Arthur hat ein Problem. Seine Zähne werden immer länger und müssen abgeschliffen werden. Darum soll Arthur zum Tierarzt. Nur - so ganz freiwillig geht das nicht.Im Opel-Zoo wartet reichlich Arbeit auf die Tierpfleger. Es ist Waschtag: Jetzt müssen rund 90 Schildkröten eingesammelt und einzeln abgeschrubbt werden. Die Nasenbärbabys Tom und Jerry sehen sich wieder. Werden die beiden inzwischen von ihrer Familie angenommen?
GIRAFFEERDM12_0611031612.vid;;2006-11-03 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Greifstachlermann Arthur hat ein Problem. Seine Zähne werden immer länger und müssen abgeschliffen werden. Darum soll Arthur zum Tierarzt. Nur - so ganz freiwillig geht das nicht.Im Opel-Zoo wartet reichlich Arbeit auf die Tierpfleger. Es ist Waschtag: Jetzt müssen rund 90 Schildkröten eingesammelt und einzeln abgeschrubbt werden. Die Nasenbärbabys Tom und Jerry sehen sich wieder. Werden die beiden inzwischen von ihrer Familie angenommen?
GIRAFFEERDM13_0611031641.vid;;2006-11-03 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Greifstachlermann Arthur hat ein Problem. Seine Zähne werden immer länger und müssen abgeschliffen werden. Darum soll Arthur zum Tierarzt. Nur - so ganz freiwillig geht das nicht.Im Opel-Zoo wartet reichlich Arbeit auf die Tierpfleger. Es ist Waschtag: Jetzt müssen rund 90 Schildkröten eingesammelt und einzeln abgeschrubbt werden. Die Nasenbärbabys Tom und Jerry sehen sich wieder. Werden die beiden inzwischen von ihrer Familie angenommen?
GIRAFFEERDM14_0611031650.vid;;2006-11-03 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Greifstachlermann Arthur hat ein Problem. Seine Zähne werden immer länger und müssen abgeschliffen werden. Darum soll Arthur zum Tierarzt. Nur - so ganz freiwillig geht das nicht.Im Opel-Zoo wartet reichlich Arbeit auf die Tierpfleger. Es ist Waschtag: Jetzt müssen rund 90 Schildkröten eingesammelt und einzeln abgeschrubbt werden. Die Nasenbärbabys Tom und Jerry sehen sich wieder. Werden die beiden inzwischen von ihrer Familie angenommen?
GIRAFFEERDM21_0611071609.vid;;2006-11-07 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Die beiden imposanten Spitzmaulnashörner im Frankfurter Zoo sind völlig verunsichert, als man ihnen einen Fremdkörper ins Gehege legt. Dabei hatte es der Pfleger gut gemeint, als er sie mit einer Wassermelone überraschen wollte.Ariane Dankert besucht die Waschbären, und diese machen ihrem Namen gleich alle Ehre. Michael Gühlcke hat erneut Stress mit seinen Straußen.
GIRAFFEERDM22_0611071645.vid;;2006-11-07 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Die beiden imposanten Spitzmaulnashörner im Frankfurter Zoo sind völlig verunsichert, als man ihnen einen Fremdkörper ins Gehege legt. Dabei hatte es der Pfleger gut gemeint, als er sie mit einer Wassermelone überraschen wollte.Ariane Dankert besucht die Waschbären, und diese machen ihrem Namen gleich alle Ehre. Michael Gühlcke hat erneut Stress mit seinen Straußen.
GIRAFFEERDM23_0611071650.vid;;2006-11-07 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Die beiden imposanten Spitzmaulnashörner im Frankfurter Zoo sind völlig verunsichert, als man ihnen einen Fremdkörper ins Gehege legt. Dabei hatte es der Pfleger gut gemeint, als er sie mit einer Wassermelone überraschen wollte.Ariane Dankert besucht die Waschbären, und diese machen ihrem Namen gleich alle Ehre. Michael Gühlcke hat erneut Stress mit seinen Straußen.
GIRAFFEERDM24_0611071657.vid;;2006-11-07 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Die beiden imposanten Spitzmaulnashörner im Frankfurter Zoo sind völlig verunsichert, als man ihnen einen Fremdkörper ins Gehege legt. Dabei hatte es der Pfleger gut gemeint, als er sie mit einer Wassermelone überraschen wollte.Ariane Dankert besucht die Waschbären, und diese machen ihrem Namen gleich alle Ehre. Michael Gühlcke hat erneut Stress mit seinen Straußen.
GIRAFFEERDM31_0611281644.vid;;2006-11-28 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Im Brutapparat des Kronberger Zoos beobachtet Pflegerin Anne, wie ein zweites Nandu-Küken schlüpft. Ihr Kollege freut sich, dass er Besuchern ein Wasserschildkrötenpärchen verkaufen kann. Mit über 80 Tieren ist das Schildkrötenbecken nämlich mehr als gut bestückt.Im Frankfurter Zoo muss der niedliche Greifstachler Arthur wieder zur Zahnkorrektur zum Arzt. Dagegen wissen die Pfleger bei Seebärin Maike noch nicht, was ihr fehlt. Und einem Besucher ist eine Brille ins Seebärenbecken gefallen
GIRAFFEERDM32_0611281657.vid;;2006-11-28 16:10;00:50;Giraffe, Erdmännchen & Co.;Zoogeschichten aus Frankfurt & Kronberg;Im Brutapparat des Kronberger Zoos beobachtet Pflegerin Anne, wie ein zweites Nandu-Küken schlüpft. Ihr Kollege freut sich, dass er Besuchern ein Wasserschildkrötenpärchen verkaufen kann. Mit über 80 Tieren ist das Schildkrötenbecken nämlich mehr als gut bestückt.Im Frankfurter Zoo muss der niedliche Greifstachler Arthur wieder zur Zahnkorrektur zum Arzt. Dagegen wissen die Pfleger bei Seebärin Maike noch nicht, was ihr fehlt. Und einem Besucher ist eine Brille ins Seebärenbecken gefallen
GRIECHISCHELA_0701231708.vid;;2007-01-23 17:00;01:00;Wildlife;Tamil, der Berberaffe;
GRUENZEUG1_0706250334.vid;;2007-06-25 03:30;00:30;Grünzeug;Ein schneckenfreies Blumenbeet;
GRUENZEUG2_0706250342.vid;;2007-06-25 03:30;00:30;Grünzeug;Ein schneckenfreies Blumenbeet;
GRUENZEUG3_0706250402.vid;;2007-06-25 03:30;00:30;Grünzeug;Ein schneckenfreies Blumenbeet;
HAMMERHAIUND1_0705062355.vid;;2007-05-06 23:55;00:50;Die große Reportage;Hammer, Hai und Co. - Einzug ins Großaquarium;August 2006: Im ehemaligen Regenwaldhaus Hannover soll das erste tropische 'Sea Life Center' Deutschlands entstehen - ein Großaquarium mit Platz für mehr als 5.000 Tiere.Doch noch herrscht Chaos auf der Baustelle. Insgesamt werden 30 Aquarien mit bis zu 300.000 Liter Fassungsvermögen gebaut. Und es sind nur noch sechs Monate Zeit bis zur Eröffnung, um aus einem futuristischen Kuppelbau ein lebendiges Unterwasserreservoir zu machen.
HAMMERHAIUND2_0705070034.vid;;2007-05-06 23:55;00:50;Die große Reportage;Hammer, Hai und Co. - Einzug ins Großaquarium;August 2006: Im ehemaligen Regenwaldhaus Hannover soll das erste tropische 'Sea Life Center' Deutschlands entstehen - ein Großaquarium mit Platz für mehr als 5.000 Tiere.Doch noch herrscht Chaos auf der Baustelle. Insgesamt werden 30 Aquarien mit bis zu 300.000 Liter Fassungsvermögen gebaut. Und es sind nur noch sechs Monate Zeit bis zur Eröffnung, um aus einem futuristischen Kuppelbau ein lebendiges Unterwasserreservoir zu machen.
HAMMERHAIUND3_0705070041.vid;;2007-05-06 23:55;00:50;Die große Reportage;Hammer, Hai und Co. - Einzug ins Großaquarium;August 2006: Im ehemaligen Regenwaldhaus Hannover soll das erste tropische 'Sea Life Center' Deutschlands entstehen - ein Großaquarium mit Platz für mehr als 5.000 Tiere.Doch noch herrscht Chaos auf der Baustelle. Insgesamt werden 30 Aquarien mit bis zu 300.000 Liter Fassungsvermögen gebaut. Und es sind nur noch sechs Monate Zeit bis zur Eröffnung, um aus einem futuristischen Kuppelbau ein lebendiges Unterwasserreservoir zu machen.
